overall_qual_liv_area_sqrt,overall_qual_liv_area,quality_and_age_square,overall_qual_squared,quality_and_age,house_total_sq_sqrt,house_total_sq,exter_qual_num,gr_liv_area,kitchen_qual_num,garage_total,bsmt_qual_num,year_remod_or_built,year_remod_or_built_sq,1st_flr_sf
94.2019108086455,8874,144720900,36,12030,46.94677837722201,2204.0,4,1479,4,950.0,3.0,3961880,15696493134400,725
121.8769871632869,14854,195412441,49,13979,55.09083408335728,3035.0,4,2122,4,1118.0,4.0,3986012,15888291664144,913
72.69800547470336,5285,100701225,25,10035,45.9782557302906,2114.0,3,1057,4,246.0,3.0,3919671,15363820748241,1057
84.970583144992,7220,100701225,25,10035,42.7551166528639,1828.0,3,1444,3,800.0,4.0,4026042,16209014185764,744
93.11283477587824,8670,142993764,36,11958,46.05431575867782,2121.0,3,1445,3,968.0,2.0,3786700,14339096890000,831
106.43307756520056,11328,144288144,36,12012,58.35237784358063,3405.0,4,1888,4,1156.0,3.0,3935932,15491560708624,1888
80.19975062305369,6432,144865296,36,12036,40.23679907746142,1619.0,3,1072,3,1050.0,4.0,4022030,16176725320900,1072
77.07139547199077,5940,95942025,25,9795,48.744230427815765,2376.0,3,1188,3,1062.0,3.0,3837681,14727795457761,1188
67.97058187186572,4620,95257600,25,9760,42.988370520409354,1848.0,3,924,3,420.0,3.0,3810304,14518416572416,924
101.9803902718557,10400,96924025,25,9845,55.85696017507576,3120.0,3,2080,2,1008.0,4.0,3876961,15030826595521,1040
76.95453203028396,5922,139854276,36,11826,38.34057902536163,1470.0,3,987,3,264.0,3.0,3884841,15091989595281,483
91.9565114605812,8456,196981225,49,14035,49.15282290977803,2416.0,4,1208,4,1264.0,4.0,4020025,16160601000625,1208
100.39920318408906,10080,100701225,25,10035,44.8998886412873,2016.0,4,2016,3,1152.0,3.5861723446893787,3773160,14236736385600,1288
113.38430226446692,12856,256000000,64,16000,50.665570163573605,2567.0,4,1607,4,960.0,4.0,3998000,15984004000000,962
97.60635225229964,9527,197374401,49,14049,52.076866265166146,2712.0,4,1361,4,1220.0,4.0,4028049,16225178746401,1361
84.55767262643882,7150,100500625,25,10025,53.47896782848375,2860.0,3,1430,4,1248.0,5.0,4018020,16144484720400,1430
81.97560612767678,6720,95062500,25,9750,44.36214602563767,1968.0,3,1344,3,1539.0,3.0,3736200,13959190440000,624
74.86654793697917,5605,96334225,25,9815,47.34976240700686,2242.0,3,1121,3,960.0,3.0,3853369,14848452650161,1121
87.80660567406076,7710,140707044,36,11862,44.10215414239989,1945.0,3,1285,3,1056.0,3.0,3908529,15276598943841,1285
104.06248123122954,10829,197767969,49,14063,47.989582202807306,2303.0,3,1547,4,1228.0,4.0,4036081,16289949838561,764
66.85805860178712,4470,96825600,25,9840,42.28474902373195,1788.0,3,894,3,900.0,4.0,3873024,15000314904576,894
115.20416659131735,13272,256000000,64,16000,56.213877290220786,3160.0,4,1659,5,998.0,4.0,4000000,16000000000000,1659
134.25349157470728,18024,257538304,64,16048,58.8387627334226,3462.0,4,2253,5,1150.0,5.0,4022030,16176725320900,1209
84.39194274336857,7122,145009764,36,12042,48.52834223420371,2355.0,3,1187,3,840.0,4.0,3997944,15983556227136,1187
72.6636084983398,5280,95550625,25,9775,45.95650117230423,2112.0,3,1056,3,1144.0,3.0,3822025,14607875100625,1056
93.3702308018996,8718,138438756,36,11766,53.907327887774215,2906.0,3,1453,3,1060.0,3.0,3845521,14788031761441,1453
66.85805860178712,4470,100902025,25,10045,42.28474902373195,1788.0,3,894,3,336.0,3.0,3947685,15584216859225,894
98.4377976185977,9690,99500625,25,9975,53.665631459994955,2880.0,3,1938,4,240.0,3.0,3864315,14932930419225,1265
99.77474630386187,9955,100600900,25,10030,54.29548784199291,2948.0,3,1991,3,0.0,3.0,3801370,14450413876900,1034
67.97058187186572,4620,100600900,25,10030,39.949968710876355,1596.0,3,924,3,1152.0,3.0,3909694,15285707173636,672
142.09855734665288,20192,251159104,64,15848,71.04927867332644,5048.0,4,2524,4,1084.0,4.0,3924361,15400609258321,2524
110.16351483136329,12136,243360000,64,15600,48.05205510693585,2309.0,3,1517,4,800.0,4.0,3761550,14149258402500,792
109.32520294973159,11952,254977024,64,15968,54.662601474865795,2988.0,4,1494,5,962.0,4.0,3982020,15856483280400,1494
75.41883053985921,5688,137170944,36,11712,43.54308211415448,1896.0,3,948,3,820.0,3.0,3810304,14518416572416,948
117.23480711802276,13744,258052096,64,16064,58.5064099052403,3423.0,4,1718,4,2478.0,5.0,4030056,16241351363136,1718
82.7768083462995,6852,138015504,36,11748,36.08323710533743,1302.0,3,1142,3,384.0,4.0,3833764,14697746407696,1142
85.87782018658834,7375,97713225,25,9885,47.24404724407086,2232.0,3,1475,3,336.0,3.0,3908529,15276598943841,925
105.18555033843765,11064,140707044,36,11862,60.728905802755904,3688.0,3,1844,3,1092.0,4.0,3908529,15276598943841,1844
93.24162160752032,8694,190743721,49,13811,49.839743177508446,2484.0,3,1242,3,1056.0,3.0,3892729,15153339067441,1242
70.35623639735144,4950,99400900,25,9970,44.49719092257398,1980.0,3,990,3,384.0,4.0,3976036,15808862273296,990
79.2464510246358,6280,96530625,25,9825,50.11985634456667,2512.0,4,1256,3,276.0,3.0,3861225,14909058500625,1256
144.08330923462302,20760,402403600,100,20060,64.43601477434805,4152.0,5,2076,5,2550.0,5.0,4024036,16192865729296,2076
74.4983221287567,5550,97812100,25,9890,46.97871858618538,2207.0,3,1110,4,1204.0,4.0,3912484,15307531050256,1110
94.73647660748209,8975,95452900,25,9770,53.33854141237835,2845.0,3,1795,3,352.0,3.0,3818116,14578009789456,1050
72.11102550927978,5200,96530625,25,9825,45.60701700396552,2080.0,3,1040,3,384.0,3.0,3861225,14909058500625,1040
122.40914998479485,14984,243360000,64,15600,49.80963762164909,2481.0,3,1873,3,1572.0,3.0,3773250,14237415562500,983
89.55445270895244,8020,96040000,25,9800,50.872389367907616,2588.0,3,1604,3,1320.0,3.0,3804360,14473155009600,984
102.53779790886871,10514,196000000,49,14000,47.7283982551269,2278.0,3,1502,3,270.0,4.0,3862000,14915044000000,851
72.90404652692469,5315,95452900,25,9770,46.03259714593562,2119.0,3,1063,3,280.0,3.0,3818116,14578009789456,1063
106.68645649753299,11382,196784784,49,14028,48.88762624632127,2390.0,4,1626,4,948.0,4.0,4014012,16112292336144,764
95.62426470305536,9144,144000000,36,12000,47.74934554525329,2280.0,4,1524,4,880.0,4.0,4000000,16000000000000,768
89.01685233707154,7924,60840000,16,7800,55.70457790882182,3103.0,3,1981,4,1152.0,3.0,3759600,14134592160000,1328
139.59942693292118,19488,191711716,49,13846,64.62197768561404,4176.0,3,2784,4,1128.0,4.0,3912484,15307531050256,1392
66.09084656743322,4368,62094400,16,7880,40.47221268969612,1638.0,3,1092,3,0.0,3.0,3880900,15061384810000,546
97.21111047611791,9450,137030436,36,11706,42.320207938997655,1791.0,3,1575,4,800.0,3.0,3806401,14488688572801,1575
90.06664199358161,8112,139570596,36,11814,44.88875137492688,2015.0,3,1352,3,299.0,3.0,3876961,15030826595521,663
91.6515138991168,8400,196981225,49,14035,42.42640687119285,1800.0,4,1200,4,960.0,4.0,4018020,16144484720400,600
68.41052550594829,4680,97515625,25,9875,43.266615305567875,1872.0,3,936,3,240.0,3.0,3859150,14893038722500,936
78.99367063252599,6240,137311524,36,11718,45.60701700396552,2080.0,3,1040,3,293.0,3.0,3814209,14548190295681,1040
99.07572861200669,9816,143424576,36,11976,50.51732376126036,2552.0,3,1636,3,772.0,4.0,3984016,15872383488256,916
134.75904422338414,18160,257795136,64,16056,58.497863208838666,3422.0,4,2270,4,2013.0,4.0,4011993,16096087832049,1164
144.49913494550754,20880,257795136,64,16056,61.59545437773797,3794.0,4,2610,5,1100.0,4.0,4028049,16225178746401,1184
101.88719252192594,10381,196196049,49,14007,53.879495172096775,2903.0,4,1483,3,1380.0,4.0,3955977,15649754024529,1483
93.27379053088815,8700,95062500,25,9750,51.73006862551025,2676.0,2,1740,5,225.0,3.0,3744000,14017536000000,960
83.12640976248163,6910,95550625,25,9775,52.57375771237966,2764.0,3,1382,4,350.0,3.0,3822025,14607875100625,1382
74.83314773547883,5600,100701225,25,10035,47.32863826479693,2240.0,3,1120,3,0.0,4.0,4028049,16225178746401,1120
87.66983517721475,7686,195021225,49,13965,40.36087214122113,1629.0,3,1098,3,216.0,4.0,3850350,14825195122500,567
109.34349546269316,11956,196784784,49,14028,51.807335387954474,2684.0,4,1708,4,760.0,4.0,4016016,16128384512256,976
127.34991166074674,16218,325946916,81,18054,60.03332407921454,3604.0,5,1802,5,2529.0,5.0,4024036,16192865729296,1802
102.67424214475605,10542,196981225,49,14035,53.55371135598354,2868.0,4,1506,4,880.0,4.0,4020025,16160601000625,1506
102.74239631233058,10556,197964900,49,14070,54.91812087098393,3016.0,4,1508,4,1144.0,4.0,4038090,16306170848100,1508
119.26441212700459,14224,195412441,49,13979,62.22539674441618,3872.0,4,2032,4,2358.0,5.0,3986012,15888291664144,2032
84.64041587799531,7164,138156516,36,11754,43.0,1849.0,3,1194,3,1078.0,3.0,3837681,14727795457761,1194
109.37549999885715,11963,196784784,49,14028,51.75905717843013,2679.0,4,1709,4,760.0,4.0,4016016,16128384512256,970
106.35788640246665,11312,196981225,49,14035,56.85068161420758,3232.0,4,1616,4,2502.0,4.0,4020025,16160601000625,1616
67.88225099390856,4608,136890000,36,11700,39.191835884530846,1536.0,4,768,3,880.0,3.0,3763500,14163932250000,768
66.03029607687671,4360,95062500,25,9750,41.7612260356422,1744.0,3,872,2,322.0,3.0,3751800,14076003240000,872
45.60701700396552,2080,60840000,16,7800,32.2490309931942,1040.0,3,520,2,240.0,3.0,3757650,14119933522500,520
106.6302021005306,11370,96040000,25,9800,58.12916651733448,3379.0,3,2274,3,960.0,3.0,3841600,14757890560000,1105
89.47066558375433,8005,100300225,25,10015,50.368641037852115,2537.0,4,1601,3,0.0,3.0,3855775,14867000850625,936
78.48566748139433,6160,95062500,25,9750,42.988370520409354,1848.0,3,1232,3,960.0,3.0,3724500,13871900250000,616
141.7956275771577,20106,326922561,81,18081,66.70832032063167,4450.0,5,2234,5,3498.0,5.0,4034072,16273736901184,2234
84.14273587185052,7080,95062500,25,9750,47.8748368143433,2292.0,3,1416,3,2160.0,3.0,3734250,13944623062500,876
58.787753826796276,3456,64384576,16,8024,41.569219381653056,1728.0,3,864,3,1152.0,3.0,3953826,15632740038276,864
84.4630096551147,7134,143568324,36,11982,48.76474136094644,2378.0,3,1189,3,784.0,5.0,3988009,15904215784081,1189
122.4499897917513,14994,325946916,81,18054,57.723478758647246,3332.0,5,1666,4,1150.0,5.0,4024036,16192865729296,1666
91.6515138991168,8400,196588441,49,14021,48.744230427815765,2376.0,4,1200,4,1110.0,4.0,4012009,16096216216081,1200
68.11754546370561,4640,100000000,25,10000,43.08131845707603,1856.0,3,928,3,252.0,4.0,3912000,15303744000000,928
81.7312669668102,6680,96924025,25,9845,51.22499389946279,2624.0,3,1336,3,1004.0,4.0,3876961,15030826595521,1336
91.6515138991168,8400,196784784,49,14028,42.42640687119285,1800.0,4,1200,4,960.0,4.0,4016016,16128384512256,600
92.53107586103168,8562,139570596,36,11814,53.422841556772326,2854.0,3,1427,3,1032.0,3.0,3876961,15030826595521,1427
118.08471535300409,13944,196392196,49,14014,53.40411969127476,2852.0,4,1992,4,1216.0,4.0,3995992,15967952064064,1212
103.82677881933928,10780,194825764,49,13958,47.89572005931219,2294.0,4,1540,4,990.0,4.0,3976036,15808862273296,754
87.60707733967615,7675,97911025,25,9895,39.179076048319466,1535.0,3,1535,3,800.0,3.5861723446893787,3916441,15338510106481,1535
75.8946638440411,5760,96432400,25,9820,48.0,2304.0,3,1152,3,968.0,3.0,3857296,14878732431616,1152
95.95832428716125,9208,257795136,64,16056,47.8748368143433,2292.0,4,1151,4,968.0,4.0,4026042,16209014185764,1151
82.63171304045439,6828,138297600,36,11760,47.70744176750625,2276.0,3,1138,3,960.0,3.0,3841600,14757890560000,1138
73.28028384224504,5370,95648400,25,9780,44.36214602563767,1968.0,3,1074,4,792.0,3.0,3825936,14637786276096,1074
118.52847759083046,14049,325622025,81,18045,55.87486017879597,3122.0,5,1561,5,1112.0,5.0,4020025,16160601000625,1561
147.67531953579785,21808,254721600,64,15960,63.7808748764079,4068.0,4,2726,4,2175.0,4.0,3980025,15840599000625,1358
130.21520648526422,16956,325297296,81,18036,61.38403701289123,3768.0,5,1884,5,2010.0,5.0,4016016,16128384512256,1884
49.193495504995376,2420,64128064,16,8008,33.66006535941367,1133.0,3,605,3,0.0,3.0,3843840,14775105945600,605
115.62006746235707,13368,257795136,64,16056,55.65069631190611,3097.0,5,1671,5,1100.0,4.0,3965832,15727823452224,1671
48.8978527135906,2391,34222500,9,5850,32.28002478313795,1042.0,3,797,3,0.0,2.0,3705000,13727025000000,797
108.47119433287347,11766,144288144,36,12012,52.583267300539625,2765.0,3,1961,4,1120.0,5.0,4006002,16048052024004,804
77.23341245859851,5965,97219600,25,9860,48.43552415324934,2346.0,3,1193,3,1002.0,4.0,3888784,15122640998656,1193
98.35649444749441,9674,196000000,49,14000,45.332107826572546,2055.0,4,1382,4,980.0,4.0,4000000,16000000000000,673
123.10970717209915,15156,136890000,36,11700,56.92099788303083,3240.0,3,2526,4,216.0,3.0,3736200,13959190440000,1664
91.32360045464699,8340,137874564,36,11742,55.632724182804495,3095.0,3,1390,5,1100.0,4.0,3829849,14667743362801,1390
106.68645649753299,11382,196588441,49,14021,48.88762624632127,2390.0,4,1626,4,948.0,4.0,4012009,16096216216081,764
88.26097665446491,7790,95062500,25,9750,47.41307836451879,2248.0,3,1558,3,800.0,3.0,3781050,14296339102500,868
84.32081593533118,7110,97812100,25,9890,48.98979485566356,2400.0,3,1422,3,286.0,3.0,3876880,15030198534400,1422
88.68483523128404,7865,99201600,25,9960,51.487862647424,2651.0,3,1573,3,720.0,3.0,3844560,14780641593600,1128
81.82909018191513,6696,138579984,36,11772,47.24404724407086,2232.0,3,1116,3,880.0,3.0,3849444,14818219109136,1116
36.3318042491699,1320,15210000,4,3900,25.69046515733026,660.0,3,660,2,0.0,3.5861723446893787,3796650,14414551222500,660
101.20276676059801,10242,143712144,36,11988,53.3572862878164,2847.0,3,1707,3,958.0,3.0,3952044,15618651777936,1707
85.61541917201598,7330,95942025,25,9795,54.147945482723536,2932.0,3,1466,2,1056.0,3.0,3837681,14727795457761,1466
121.41663806908838,14742,324000000,81,18000,57.02630971753301,3252.0,4,1638,5,990.0,4.0,4000000,16000000000000,1638
92.76313923105448,8605,96040000,25,9800,52.04805471869242,2709.0,3,1721,3,1252.0,3.0,3841600,14757890560000,1721
102.87856919689348,10584,143568324,36,11982,51.884487084291386,2692.0,3,1764,4,940.0,4.0,3988009,15904215784081,928
70.5691150575094,4980,96924025,25,9845,44.63182720884279,1992.0,3,996,3,0.0,3.0,3819860,14591330419600,996
77.52418977325722,6010,95648400,25,9780,49.03060268852505,2404.0,3,1202,3,304.0,3.0,3825936,14637786276096,1202
70.28513356322232,4940,96138025,25,9805,44.45222154178574,1976.0,3,988,3,1144.0,3.0,3845521,14788031761441,988
71.69379331573968,5140,95062500,25,9750,45.12205669071391,2036.0,3,1028,3,720.0,3.0,3757650,14119933522500,1028
80.12490249604052,6420,95062500,25,9750,44.76605857119878,2004.0,3,1284,3,240.0,3.0,3796650,14414551222500,720
162.77591959500643,26496,316590849,81,17793,62.75348595894893,3938.0,4,2944,4,2592.0,4.0,3908529,15276598943841,1599
106.35788640246665,11312,257025024,64,16032,46.05431575867782,2121.0,4,1414,4,806.0,5.0,4016016,16128384512256,707
106.1272820720478,11263,194044900,49,13930,47.391982444291145,2246.0,3,1609,4,1737.0,3.0,3844680,14781564302400,959
95.65563234854496,9150,143712144,36,11988,48.35286961494633,2338.0,3,1525,3,800.0,3.0,3990006,15920147880036,813
90.9945053286186,8280,96727225,25,9835,47.74934554525329,2280.0,2,1656,3,288.0,4.0,3869089,14969849689921,1092
85.93602271457529,7385,191517921,49,13839,45.93473631142341,2110.0,3,1055,3,880.0,4.0,3908529,15276598943841,1055
82.21921916437786,6760,100600900,25,10030,45.033320996790806,2028.0,3,1352,4,1440.0,3.0,3889634,15129252653956,676
93.46657156438339,8736,140707044,36,11862,48.07286136688766,2311.0,3,1456,3,880.0,4.0,3908529,15276598943841,855
117.26892171415238,13752,254211136,64,15944,58.63446085707619,3438.0,4,1719,4,946.0,4.0,3972049,15777173258401,1719
65.72670690061993,4320,95062500,25,9750,41.569219381653056,1728.0,3,864,3,0.0,3.0,3753750,14090639062500,864
76.95453203028396,5922,140138244,36,11838,38.34057902536163,1470.0,3,987,3,264.0,3.0,3892729,15153339067441,483
71.4142842854285,5100,99600400,25,9980,42.42640687119285,1800.0,3,1020,3,0.0,3.0,3742500,14006306250000,780
111.49887891813083,12432,257538304,64,16048,55.749439459065414,3108.0,4,1554,4,1254.0,4.0,4024036,16192865729296,1554
184.11952639521968,33900,402403600,100,20060,70.12845356914696,4918.0,5,3390,5,2274.0,5.0,4024036,16192865729296,1528
96.74709297958259,9360,145298916,36,12054,48.373546489791295,2340.0,4,1560,4,0.0,3.0,3841208,14754878899264,780
58.787753826796276,3456,60902416,16,7804,41.569219381653056,1728.0,3,864,3,800.0,3.0,3806401,14488688572801,864
106.46126055988628,11334,144000000,36,12000,53.58171329847526,2871.0,3,1889,3,862.0,4.0,4000000,16000000000000,1008
72.11102550927978,5200,101002500,25,10050,45.60701700396552,2080.0,3,1040,3,260.0,3.0,3943620,15552138704400,1040
76.55063683601855,5860,99800100,25,9990,48.41487374764082,2344.0,3,1172,3,366.0,3.0,3904092,15241934344464,1172
106.50821564555478,11344,258566400,64,16080,55.31726674375732,3060.0,4,1418,4,2556.0,5.0,4040100,16322408010000,1418
90.56489386070079,8202,136890000,36,11700,47.44470465710583,2251.0,3,1367,3,560.0,3.0,3765450,14178613702500,959
115.99137898999219,13454,196588441,49,14021,43.840620433565945,1922.0,4,1922,4,1344.0,3.5861723446893787,4012009,16096216216081,495
92.36882591004391,8532,141276996,36,11886,53.32916650389353,2844.0,3,1422,4,1152.0,4.0,3924361,15400609258321,1422
113.55175031676086,12894,196000000,49,14000,53.16954015223378,2827.0,4,1842,4,972.0,4.0,4000000,16000000000000,985
88.58893836140041,7848,60840000,16,7800,53.38539126015655,2850.0,3,1962,3,1144.0,3.0,3734250,13944623062500,888
74.83314773547883,5600,100400400,25,10020,44.54211490264017,1984.0,4,1120,3,1312.0,3.0,3939864,15522528338496,1120
160.6611340679506,25812,325946916,81,18054,69.7137002317335,4860.0,4,2868,5,2148.0,5.0,4022030,16176725320900,1992
94.17005893594843,8868,137874564,36,11742,54.36910887627275,2956.0,3,1478,3,884.0,3.0,3829849,14667743362801,1478
118.17360111293893,13965,195216784,49,13972,54.08326913195984,2925.0,4,1995,4,1220.0,4.0,3982020,15856483280400,950
67.52777206453653,4560,98505625,25,9925,42.708313008125245,1824.0,3,912,3,297.0,3.0,3886630,15105892756900,912
